uniquestr,method,company,measurements,id,trialn,col 
RmXTmybv,zf,HTC,0.012723409062074,4158,88,-4069
NErZcjSx,em,TUW,0.436746608557516,4159,35,-4123
UtWhkHWt,zf,CTS,0.504687992471016,4160,84,-4075
DKsfkEaW,mk,HTC,0.849822519634506,4161,5,-4155
OzYGSmaw,ac,TUW,0.279278641281528,4162,4,-4157
jXrDvlxB,mk,HTC,0.504603015789977,4163,49,-4113
mqcfXBBU,em,CTS,0.475407010954009,4164,9,-4154
EjJSZdjC,mk,HTC,0.685031425794069,4165,32,-4132
XUlaBsZM,mk,TUW,0.834685085522879,4166,39,-4126
MkNNiWkQ,zf,HTC,0.181388852879961,4167,34,-4132
vgNlfKkP,mk,HTC,0.599584141105619,4168,23,-4144
StAeUNkc,em,TUW,0.952909671899083,4169,96,-4072
EMidfsmq,ac,CTS,0.80822357549762,4170,7,-4162
,zf,CTS,0.434573960538505,4171,26,-4144
DvTYtpZP,zf,CTS,0.633211125118478,4172,34,-4137
xgXzVhgQ,zf,CTS,0.678352554125964,4173,27,-4145
sAAggIrX,em,HTC,0.067368020846912,4174,95,-4078
lrODtaDv,mk,TUW,0.439622510762101,4175,14,-4160
FQIqOFOS,mk,HTC,0.638150387981059,4176,3,-4172
aUFkvwVj,zf,CTS,0.619263030364406,4177,63,-4113
,mk,CTS,0.375280418925174,4178,49,-4128
vGMQkXeH,ac,TUW,0.696570575182575,4179,64,-4114
dOaIRblH,zf,TUW,0.271382443467322,4180,93,-4086
kCPfdzZg,em,HTC,0.321505764978421,4181,47,-4133
tWFGWRbc,em,HTC,0.239229929396683,4182,76,-4105
PIxPboSt,ac,CTS,0.378116452815248,4183,78,-4104
TRfwujaG,zf,HTC,0.438224630577693,4184,41,-4142
igpJDbbu,em,TUW,0.277631572163773,4185,20,-4164
DhCIVwIe,mk,CTS,0.0060358231057,4186,8,-4177
MsuYWIEK,zf,HTC,0.316555641759591,4187,52,-4134
blOQNvOH,ac,TUW,0.284283632353693,4188,64,-4123
,em,TUW,0.326735352327521,4189,36,-4152
QSrIMqys,mk,CTS,0.232460787710491,4190,64,-4125
XUADkbKy,mk,TUW,0.831601344142731,4191,9,-4181
,em,HTC,0.680225719651865,4192,94,-4097
xEwSGpQv,zf,CTS,0.281161374807572,4193,83,-4109
kuqkbNAq,mk,TUW,0.657668750543627,4194,22,-4171
JtPgiiwT,em,HTC,0.936197794242197,4195,8,-4186
sZIWHOvx,zf,HTC,0.697372247204182,4196,63,-4132
icjzmMHA,em,TUW,0.783800815046623,4197,55,-4141
xVCDvcGQ,em,TUW,0.951245581300932,4198,6,-4191
YuovPBRK,ac,HTC,0.263618311278325,4199,1,-4197
aFJvssYk,em,CTS,0.636917891579303,4200,19,-4180
HgusSGaQ,em,CTS,0.60513951358332,4201,57,-4143
,mk,HTC,0.130221005212457,4202,74,-4127
QPVhWFsX,mk,TUW,0.361604198864291,4203,45,-4157
WhFcfTgk,ac,CTS,0.836399766476217,4204,76,-4127
uaUuqjfi,zf,HTC,0.739012675400338,4205,63,-4141
zbWgzuka,zf,HTC,0.86550986141987,4206,42,-4163
oxiDltWA,zf,HTC,0.933677420496173,4207,53,-4153
TEXEgiam,mk,TUW,0.628833734401289,4208,47,-4160
wpYVHtZp,ac,TUW,0.445128699819303,4209,67,-4141
KtBMEVAO,zf,CTS,0.566479054206652,4210,62,-4147
jjTxABuH,zf,HTC,0.655435735489186,4211,88,-4122
wDTWFspF,ac,HTC,0.611183501827117,4212,42,-4169
wIzvwQvj,mk,CTS,0.405407391808331,4213,33,-4179
,em,CTS,0.622044749154651,4214,35,-4178
jeesfHNB,em,HTC,0.00494183955431,4215,57,-4157
ybfXsmLN,ac,CTS,0.711624093232273,4216,15,-4200
QhNygXVA,em,HTC,0.105993032016725,4217,76,-4140
PdbkcWxo,zf,CTS,0.667219934831462,4218,57,-4160
zLJOwHWF,mk,CTS,0.051347316807136,4219,50,-4168
axJBjqFK,mk,HTC,0.961136951734478,4220,1,-4218
gdPInUSe,ac,CTS,0.366457657580681,4221,55,-4165
guPyyqHv,mk,HTC,0.198259641559733,4222,90,-4131
EVDyvpWK,em,TUW,0.16522567188137,4223,54,-4168
PYsvWXtT,em,CTS,0.370626898119487,4224,93,-4130
DxahJVbR,em,CTS,0.448855808875668,4225,17,-4207
Zwwhgcxd,em,HTC,0.91907248840616,4226,21,-4204
,mk,CTS,0.568950381007488,4227,18,-4208
uKdpoxUk,zf,CTS,0.879173626700052,4228,57,-4170
lnNTSoxU,ac,TUW,0.567772936676296,4229,82,-4146
EcVgJypY,zf,TUW,0.063125225969926,4230,84,-4145
hYxiUXgB,em,HTC,0.840108948165729,4231,23,-4207
cUwLxqrI,zf,HTC,0.539453108465889,4232,51,-4180
StlFxJYz,ac,TUW,0.620844664417385,4233,34,-4198
dEUYbmQO,em,CTS,0.40131516026673,4234,99,-4134
ZrDXLxOd,em,HTC,0.551404924449765,4235,9,-4225
YzsGeKfC,zf,CTS,0.928931099102677,4236,52,-4183
vTJhRUup,ac,TUW,0.148389024257734,4237,12,-4224
bZiLvWjD,zf,TUW,0.30131771054207,4238,36,-4201
,mk,HTC,0.074240459085712,4239,0,-4238
SseZWctB,mk,HTC,0.235769966133205,4240,32,-4207
PWiYcmBZ,zf,HTC,0.255176963695462,4241,52,-4188
jyZSqgPP,ac,TUW,0.213301044478741,4242,61,-4180
fSKIwGWa,ac,CTS,0.637200942657237,4243,92,-4150
SJDWrXES,em,CTS,0.856172686054516,4244,80,-4163
vieCGddi,mk,HTC,0.970332530821524,4245,21,-4223
gbYQBVPZ,mk,CTS,0.70227020791288,4246,13,-4232
vDeGuvhT,em,TUW,0.158139159518142,4247,43,-4203
eZyWMVOj,mk,TUW,0.309182836521495,4248,24,-4223
fMEqpMXD,em,TUW,0.483269635108523,4249,89,-4159
WVQZviHZ,mk,CTS,0.538124611644272,4250,98,-4151
xqSZGDsk,zf,TUW,0.455713434841352,4251,66,-4184
TPCFGVfV,mk,HTC,0.237230589888615,4252,70,-4181
,mk,HTC,0.282911517876769,4253,15,-4237
iqUEvfhH,zf,TUW,0.59557175195143,4254,54,-4199
UDIMiRau,ac,HTC,0.080711039709565,4255,8,-4246
CukCNYdx,zf,TUW,0.079427317874782,4256,96,-4159
XIQEXSoV,em,TUW,0.443392655813641,4257,18,-4238
vZOdHKTP,mk,TUW,0.017846681034426,4258,73,-4184
HBqqcpwC,ac,TUW,0.480820939124081,4259,24,-4234
DyVuqDIK,em,TUW,0.234112298380156,4260,56,-4203
IejqRhTP,ac,HTC,0.129907981178537,4261,91,-4169
FmidtrjZ,zf,TUW,0.799628407838299,4262,14,-4247
YNwWKXEj,zf,TUW,0.561450508885365,4263,96,-4166
nwaTquAd,zf,HTC,0.304841299076617,4264,56,-4207
GeggZsPX,zf,CTS,0.554722174098225,4265,5,-4259
XQSBLUhs,mk,CTS,0.747159173413726,4266,61,-4204
PSQIlIqo,zf,TUW,0.966480381775276,4267,30,-4236
kJgXHLao,ac,CTS,0.85518724102508,4268,32,-4235
,ac,CTS,0.471353187368357,4269,69,-4199
zPKDTLeL,zf,CTS,0.659548120546689,4270,38,-4231
VHyMScgE,mk,CTS,0.585174382813722,4271,87,-4183
muiOZFdy,ac,HTC,0.84301979169673,4272,70,-4201
MABOlyPG,em,TUW,0.147420032282644,4273,1,-4271
BILSbuPN,ac,TUW,0.613111019151812,4274,2,-4271
AxMyUKvH,em,HTC,0.431526729868314,4275,94,-4180
cpgHSVkV,ac,HTC,0.388564820435635,4276,74,-4201
EnnbBTju,zf,CTS,0.055574135804773,4277,61,-4215
NlByAemf,em,TUW,0.091178133158975,4278,5,-4272
yXIcGwBs,zf,TUW,0.688064397303069,4279,82,-4196
nIuYZmjz,ac,TUW,0.40959360937834,4280,69,-4210
kgMjvUwV,mk,TUW,0.698245097534768,4281,40,-4240
jlVBwndE,mk,HTC,0.89391912302954,4282,61,-4220
ZKTpzout,em,CTS,0.64574333030729,4283,76,-4206
,mk,HTC,0.146363200865101,4284,44,-4239
hNuHzqXM,em,TUW,0.523072661489268,4285,39,-4245
FXRPyssG,zf,TUW,0.811381008614536,4286,6,-4279
sfBrPMsx,ac,CTS,0.683778970380687,4287,1,-4285
xcdHPkKI,zf,TUW,0.568853540675907,4288,88,-4199
KtYdvTkO,zf,HTC,0.384551975748832,4289,52,-4236
CNhmRifF,zf,HTC,0.026731511008982,4290,38,-4251
iCEtMqXI,zf,TUW,0.095061646895712,4291,23,-4267
SEglOyFw,em,CTS,0.620008942273176,4292,64,-4227
QWJbUUHe,em,TUW,0.329217826738117,4293,50,-4242
IaQzzcdb,mk,TUW,0.527959591406717,4294,10,-4283
BaCWkZUc,zf,HTC,0.430425649895538,4295,42,-4252
kyETzFes,mk,CTS,0.733212596071652,4296,92,-4203
fjLAXkTt,zf,CTS,0.833657415467958,4297,17,-4279
pQZtwYwZ,mk,HTC,0.595176261506425,4298,71,-4226
,ac,CTS,0.590331938683381,4299,95,-4203
EEQRfska,em,CTS,0.922859086707031,4300,72,-4227
ejjrlnIJ,mk,TUW,0.07126480387191,4301,7,-4293
obCiKWFy,ac,CTS,0.100932500362891,4302,20,-4281
mrZByytn,ac,TUW,0.129861362774036,4303,43,-4259
aviqEdxO,mk,HTC,0.602257840601796,4304,54,-4249
kuzyHAxW,zf,HTC,0.293614464352999,4305,99,-4205
TrfSfJdU,zf,TUW,0.743756731253353,4306,70,-4235
GfItFNMh,em,CTS,0.403714879518199,4307,21,-4285
ONxraowX,em,CTS,0.018440262155953,4308,66,-4241
bDXYIDGR,mk,HTC,0.628780435788737,4309,96,-4212
DLFUmlTy,em,TUW,0.274660526394443,4310,88,-4221
LMentVVQ,mk,TUW,0.621959852391271,4311,11,-4299
bGQrcTAZ,em,HTC,0.760240213892066,4312,78,-4233
dOsBAgcV,em,TUW,0.351341130546213,4313,37,-4275
UPWrafFM,mk,CTS,0.738865534321647,4314,58,-4255
,zf,HTC,0.440178658840586,4315,62,-4252
sGgKiXNL,em,HTC,0.753251696254147,4316,7,-4308
FipWwEtn,mk,CTS,0.729176382819345,4317,92,-4224
xZMtPunD,mk,CTS,0.305494609429322,4318,3,-4314
eSRXSROx,zf,TUW,0.517548865169218,4319,34,-4284
wdtMHnWI,zf,HTC,0.218031072069182,4320,58,-4261
dcSBIwsB,em,CTS,0.999339490798052,4321,38,-4282
zICFReqZ,em,CTS,0.786464303737942,4322,85,-4236
VIzWEzFF,ac,CTS,0.650077454657925,4323,93,-4229
eWdTPOJo,mk,CTS,0.089836196137204,4324,84,-4239
TtWGDXDF,em,TUW,0.659814366002141,4325,14,-4310
bnEjymRq,ac,HTC,0.655800826772772,4326,17,-4308
YPdUgJnM,ac,CTS,0.572861905427428,4327,45,-4281
rlfwYkZC,em,CTS,0.909022977608054,4328,16,-4311
NHUlRfTU,zf,TUW,0.3447663125287,4329,16,-4312
,ac,CTS,0.556576165112475,4330,38,-4291
UPavfTkx,em,CTS,0.403997646130182,4331,38,-4292
jfVZZeiA,em,HTC,0.885870649323767,4332,40,-4291
pVKlxLRH,zf,TUW,0.295247538900331,4333,27,-4305
gyhthFvr,em,CTS,0.262485926186054,4334,41,-4292
jSAuTXde,em,CTS,0.610352173231735,4335,68,-4266
kqWyqdPy,em,HTC,0.166205769555549,4336,97,-4238
UNEHtYxT,mk,TUW,0.325428425439517,4337,1,-4335
ajyjTQXq,em,TUW,0.309763006815021,4338,46,-4291
siVLjsJJ,zf,HTC,0.74944720458041,4339,75,-4263
VEBuAcnN,mk,HTC,0.791071106283827,4340,89,-4250
gzAumjQE,ac,TUW,0.531792424679794,4341,13,-4327
GwWxyWZj,zf,HTC,0.871379953999828,4342,99,-4242
aTHqPmJe,ac,TUW,0.495466410123846,4343,70,-4272
nFPQscNm,em,CTS,0.073219329602657,4344,27,-4316
zgwMrdqa,mk,TUW,0.544083955699706,4345,4,-4340
adSlkIoG,ac,TUW,0.553969608977617,4346,98,-4247
xUKvBsRq,mk,CTS,0.636783643307338,4347,83,-4263
XHSNQJju,em,HTC,0.89440644439904,4348,46,-4301
pFQrBneA,mk,TUW,0.234541834212038,4349,9,-4339
YBNXUxsh,mk,CTS,0.298200182550227,4350,67,-4282
fKgxyeot,zf,TUW,0.20145631854923,4351,3,-4347
qNNvAqqi,ac,TUW,0.469621530494935,4352,32,-4319
dDgYMeQc,zf,TUW,0.346769036855424,4353,22,-4330
TPcROlbq,mk,CTS,0.70548372043922,4354,27,-4326
PyCXapgi,em,TUW,0.014915973407367,4355,21,-4333
jyDjBCFh,mk,TUW,0.15214326284424,4356,66,-4289
sWKhsQiS,em,CTS,0.816163625125283,4357,16,-4340
AaUaqSxb,zf,CTS,0.980441753193486,4358,80,-4277
qJvcYPGH,zf,CTS,0.129276766806581,4359,51,-4307
mxHdzsQY,em,HTC,0.254918186769659,4360,31,-4328
GosYysBE,ac,CTS,0.840898296750072,4361,13,-4347
ILCYWEVj,mk,TUW,0.084643824294442,4362,30,-4331
MBYrptgF,em,CTS,0.436698820724774,4363,44,-4318
ClJBlKKs,em,TUW,0.307479826796591,4364,33,-4330
YmBZGkLP,ac,CTS,0.498041876075966,4365,35,-4329
dJllkxXH,mk,TUW,0.902848553078409,4366,71,-4294
dspNbWun,ac,HTC,0.352910282123267,4367,80,-4286
HASYMntr,mk,CTS,0.823249617670882,4368,70,-4297
KBZmhtJe,em,TUW,0.070846148349345,4369,76,-4292
,mk,CTS,0.625749772693286,4370,54,-4315
EooaRjkA,mk,CTS,0.94420774383365,4371,4,-4366
TAXjuCOE,mk,CTS,0.25440289691527,4372,91,-4280
ChrmVQmr,zf,TUW,0.566529532171593,4373,69,-4303
rblvrged,zf,TUW,0.419836544954103,4374,91,-4282
ZbvDNerW,em,CTS,0.597275412290679,4375,49,-4325
TzfDjAYz,em,CTS,0.551122578991733,4376,40,-4335
tusweXmt,mk,HTC,0.690622397411531,4377,99,-4277
EmXeuqCS,ac,HTC,0.160172420368596,4378,21,-4356
FjHJaMQJ,mk,TUW,0.066579586294583,4379,49,-4329
LpQvDAux,zf,CTS,0.682661894754159,4380,7,-4372
xTypVLJT,mk,HTC,0.535118016769279,4381,47,-4333
bAoVqSsA,ac,HTC,0.311078162177062,4382,98,-4283
bYCuDZHz,zf,TUW,0.590938510185495,4383,22,-4360
eAYAujWx,ac,TUW,0.676436555430272,4384,52,-4331
DxZCxDph,zf,CTS,0.577722114056205,4385,68,-4316
txgBdBol,mk,HTC,0.807848617841357,4386,5,-4380
aGrTsEOY,mk,CTS,0.834172362552655,4387,80,-4306
RakGvGvi,ac,TUW,0.064081862303558,4388,62,-4325
VbeiYBdy,zf,CTS,0.234949966233044,4389,86,-4302
ermQgoim,ac,TUW,0.239360418989405,4390,39,-4350
,ac,HTC,0.487317588993491,4391,34,-4356
MhLQcbvb,em,CTS,0.939295356536896,4392,66,-4325
sYeYInyc,ac,TUW,0.221941099817723,4393,90,-4302
jxJDMYtn,ac,TUW,0.089983891693515,4394,67,-4326
mGfuYtON,zf,TUW,0.70359112196995,4395,5,-4389
fDYISstb,mk,TUW,0.97747769970439,4396,97,-4298
dOsQYGet,mk,CTS,0.883424951403963,4397,24,-4372
ZSmiLkbv,zf,TUW,0.988226195155194,4398,26,-4371
dWgkrpGm,mk,CTS,0.552482182246746,4399,40,-4358
KviFfegc,em,HTC,0.95850527450648,4400,60,-4339
VyZAGyzG,em,TUW,0.128691081277183,4401,74,-4326
,ac,TUW,0.520981626291937,4402,7,-4394
repSNNbb,em,HTC,0.130717251579163,4403,37,-4365
FGMZtNCr,mk,CTS,0.817232981486174,4404,51,-4352
LLhiVeCf,em,HTC,0.825576213910576,4405,65,-4339
wcGQSJnu,em,CTS,0.677788169002239,4406,99,-4306
xAWvkAWs,mk,CTS,0.363884770341001,4407,87,-4319
HXUvAlmo,zf,HTC,0.460947360815958,4408,49,-4358
akfXHlMt,mk,CTS,0.872986317440181,4409,87,-4321
IffKditE,mk,CTS,0.368971909722589,4410,0,-4409
BHcbrVwO,mk,HTC,0.16590582425443,4411,26,-4384
,mk,HTC,0.83800220906243,4412,40,-4371
yFOfsPJi,mk,CTS,0.244654623137248,4413,38,-4374
lUzKDflI,mk,TUW,0.189083015292549,4414,43,-4370
nlwAXinD,em,TUW,0.279973408608246,4415,56,-4358
InXHlAdr,mk,CTS,0.216195730655384,4416,80,-4335
uiCIUIQM,zf,TUW,0.139135923849049,4417,86,-4330
,zf,TUW,0.85690102169336,4418,47,-4370
myTvxoov,em,CTS,0.076529180760094,4419,66,-4352
lqwjlemm,em,CTS,0.675674517696931,4420,11,-4408
anBhwpSH,em,HTC,0.068774942138232,4421,96,-4324
gNTnqyRc,em,CTS,0.959555256138662,4422,66,-4355
ydhCPWAZ,ac,HTC,0.304375391410011,4423,88,-4334
RdMiZLfp,mk,HTC,0.546081548725659,4424,2,-4421
fPoScAtU,mk,CTS,0.213152597764256,4425,81,-4343
IqSpxHWK,ac,CTS,0.633512333632043,4426,38,-4387
LvzOKDrG,ac,TUW,0.731380425372767,4427,18,-4408
HFGjNoVI,zf,TUW,0.159706350109666,4428,6,-4421
FsNpDtQF,mk,CTS,0.4385448785791,4429,83,-4345
flYzyDKN,em,CTS,0.077423609441237,4430,17,-4412
lIuKRuxc,zf,TUW,0.567081796871244,4431,15,-4415
,mk,HTC,0.095322666925893,4432,40,-4391
KjKZlbKi,mk,CTS,0.797280842080712,4433,95,-4337
vvdCYtHg,mk,HTC,0.883231336738221,4434,13,-4420
yaTTqVva,em,CTS,0.55452682973521,4435,13,-4421
BePlqafO,ac,CTS,0.96357713097853,4436,91,-4344
NRYkXysp,zf,CTS,0.535102351169615,4437,30,-4406
btHIasKw,ac,TUW,0.190627110267194,4438,48,-4389
BPPnnJPP,ac,CTS,0.50261939317157,4439,10,-4428
mzpyCqVA,zf,TUW,0.341142203519886,4440,21,-4418
bfFhgMsP,mk,HTC,0.17832053629478,4441,4,-4436
wYvNKmuT,em,TUW,0.59721021653058,4442,17,-4424
DatNgeKg,ac,TUW,0.127410295644945,4443,35,-4407
bdONCkGb,ac,CTS,0.003429858153166,4444,36,-4407
jlyRItzq,em,CTS,0.941343000662071,4445,64,-4380
WxwIsyLw,ac,TUW,0.577497293718199,4446,65,-4380
mVdqcgGm,mk,TUW,0.785569644869734,4447,50,-4396
rVdcUdIv,zf,CTS,0.244993262169199,4448,70,-4377
PggtKkAj,em,TUW,0.639292235211814,4449,91,-4357
YsdjXxQd,ac,TUW,0.285973382758805,4450,70,-4379
yivbSatz,zf,CTS,0.218561172801682,4451,7,-4443
YcwQHZQK,ac,TUW,0.065758058730319,4452,83,-4368
,zf,HTC,0.315492678564217,4453,11,-4441
EvbALguB,zf,HTC,0.121726979362396,4454,85,-4368
TpRpuivf,ac,TUW,0.861877397153293,4455,8,-4446
gFaEmbiu,ac,HTC,0.168830194210877,4456,15,-4440
Qeavqblt,mk,HTC,0.385883781939247,4457,31,-4425
hkEbMTTX,ac,CTS,0.873331694682637,4458,46,-4411
hOgNRzHI,em,TUW,0.510053810632643,4459,79,-4379
TmlKJJBE,mk,HTC,0.201989986192874,4460,86,-4373
fXxmdIlL,mk,CTS,0.649008242818795,4461,84,-4376
WIQBRAfX,mk,HTC,0.704846465335366,4462,4,-4457
nWLfmypS,em,HTC,0.471265337421335,4463,32,-4430
OBwQqebh,em,TUW,0.429130527136377,4464,5,-4458
DBfDSJYT,mk,HTC,0.565358001113866,4465,20,-4444
znCpLkEX,ac,TUW,0.330643918193163,4466,68,-4397
DydDjkwh,ac,CTS,0.161847422494315,4467,66,-4400
BfnBLnOi,zf,HTC,0.537824839457687,4468,43,-4424
AGrDBMri,ac,TUW,0.336236365425308,4469,82,-4386
DzECxkfg,mk,TUW,0.007646000323349,4470,11,-4458
vZmAsIIm,zf,HTC,0.410219846335348,4471,26,-4444
QBeOgAVV,zf,TUW,0.340868004785699,4472,31,-4440
FHQaMdeO,em,HTC,0.48147681822071,4473,85,-4387
PFxUGBLw,em,CTS,0.536370983625524,4474,33,-4440
GmpdwJYU,ac,CTS,0.918284859515885,4475,52,-4422
UVOklxrG,mk,CTS,0.104571895810328,4476,39,-4436
,mk,TUW,0.391923136761997,4477,79,-4397
RVzMLXnZ,zf,HTC,0.11045868096304,4478,4,-4473
WrGhqKOa,zf,HTC,0.921407763459227,4479,17,-4461
VcMvDELT,zf,TUW,0.467676072256285,4480,0,-4479
hTTOKreQ,zf,TUW,0.225754252615675,4481,54,-4426
zDJVZICT,ac,CTS,0.751976154925923,4482,68,-4413
sdqGhTtD,em,TUW,0.920100421218802,4483,93,-4389
ijlOqweM,mk,CTS,0.349843452522654,4484,33,-4450
NOWqMtvT,ac,CTS,0.861924328483593,4485,19,-4465
VGehqHQZ,ac,TUW,0.026651739959116,4486,50,-4435
lxzMdMmd,mk,TUW,0.097463157331902,4487,19,-4467
EoUUPsHz,mk,CTS,0.692293822155504,4488,74,-4413
aESauMCf,ac,TUW,0.490727718099195,4489,48,-4440
WXPxieoD,em,TUW,0.609962168216726,4490,21,-4468
YqjUjnqk,zf,TUW,0.03485379657857,4491,25,-4465
qbhYfrNk,em,CTS,0.793625870920244,4492,61,-4430
KJqtEubl,mk,CTS,0.413811248480286,4493,52,-4440
,ac,TUW,0.196413812504272,4494,11,-4482
JLVoHVBc,mk,CTS,0.376021251744741,4495,73,-4421
KZehVFlC,ac,HTC,0.435753341384422,4496,67,-4428
mUpKPPVd,mk,HTC,0.676443344423449,4497,37,-4459
IloHiYnV,ac,TUW,0.305762245746575,4498,80,-4417
uHwAljNs,em,CTS,0.346138854993739,4499,22,-4476
ieltYRWr,mk,TUW,0.416212129327563,4500,59,-4440
BbQexGdT,mk,HTC,0.051686965755065,4501,13,-4487
mclBhhLP,ac,CTS,0.75138926775619,4502,62,-4439
dPXfmpHe,ac,TUW,0.845097711881365,4503,59,-4443
TGURXFfI,ac,TUW,0.653955556274496,4504,28,-4475
XqaBULBU,zf,TUW,0.999720352133217,4505,40,-4464
hKvivKOR,ac,TUW,0.454888921298298,4506,8,-4497
ImnlOqlP,zf,TUW,0.60114042575056,4507,67,-4439
JKkqYXvH,ac,HTC,0.348514342520358,4508,86,-4421
aUUrXNXA,ac,HTC,0.536566488117638,4509,0,-4508
HxlmvGVG,mk,HTC,0.520953692246567,4510,31,-4478
yHUcheez,zf,CTS,0.685910115631287,4511,9,-4501
nQwByExi,ac,HTC,0.743239800362791,4512,9,-4502
leJMGoGm,zf,HTC,0.956893699653518,4513,6,-4506
vHFrDmBC,zf,CTS,0.472705492737291,4514,85,-4428
aAloewVn,zf,CTS,0.923380392291679,4515,51,-4463
YyOSXHCx,zf,HTC,0.664623344945606,4516,96,-4419
RFIBKUYw,zf,HTC,0.633459708542894,4517,70,-4446
LJYmFonJ,mk,HTC,0.030021363678968,4518,27,-4490
JpmlLMDl,em,TUW,0.695944770407109,4519,86,-4432
iFHqJJIk,zf,CTS,0.637348608190979,4520,91,-4428
mxpPjzWW,mk,CTS,0.478141903220046,4521,66,-4454
EEPyTLLn,ac,TUW,0.419216693816176,4522,71,-4450
oDOgpiSr,mk,CTS,0.780383604529113,4523,14,-4508
vrEIxXLS,mk,TUW,0.551101930456559,4524,17,-4506
NRSHIJXJ,em,HTC,0.127061285991686,4525,23,-4501
tzSbPuNo,ac,HTC,0.57220555167633,4526,64,-4461
QfKxKvCB,ac,CTS,0.507558766383607,4527,98,-4428
UDydizwq,mk,CTS,0.09691267964775,4528,75,-4452
nhNgifis,zf,HTC,0.735354655020297,4529,22,-4506
,zf,HTC,0.499688045963342,4530,48,-4481
WCixFadJ,ac,CTS,0.164130374068241,4531,88,-4442
GkHMIHMy,ac,TUW,0.558216346362769,4532,94,-4437
ZbdOpdHt,zf,HTC,0.794615947022691,4533,23,-4509
dFJDuEQV,mk,CTS,0.818743766795933,4534,31,-4502
knbWYJXN,em,TUW,0.704434121566651,4535,26,-4508
jnQEUZpg,em,TUW,0.098896089132608,4536,93,-4442
aHtYHfBV,ac,TUW,0.393779060285323,4537,17,-4519
sIoONIOJ,em,CTS,0.28110598033043,4538,97,-4440
SlOZxAJe,zf,CTS,0.5113654145575,4539,53,-4485
BoDODBdx,ac,TUW,0.202093170274032,4540,92,-4447
zSJIfbQF,mk,CTS,0.019209570884645,4541,24,-4516
sNpXIzpc,em,TUW,0.144954674254378,4542,85,-4456
LjUPEYDl,em,CTS,0.748252733317367,4543,24,-4518
tTLGbcvS,zf,TUW,0.166223718921304,4544,33,-4510
HPEBYYzo,mk,HTC,0.092998015016009,4545,14,-4530
RzPeOstI,mk,HTC,0.102788612201987,4546,18,-4527
MwyelzGG,mk,HTC,0.476829014114553,4547,3,-4543
AaTwDdLy,ac,CTS,0.911713534246693,4548,95,-4452
RCdLfDiV,zf,HTC,0.407512985953193,4549,83,-4465
dDmbTWYf,mk,HTC,0.578326949884618,4550,2,-4547
,mk,TUW,0.768664668052497,4551,87,-4463
bPwxmVDS,em,CTS,0.88283105345316,4552,44,-4507
giLneThy,zf,TUW,0.830070065883495,4553,92,-4460
uxGCBrsB,em,TUW,0.033771944824576,4554,20,-4533
aPfHhfaH,em,HTC,0.874990070063512,4555,33,-4521
WxJEqfYG,mk,TUW,0.928304031756086,4556,57,-4498
zgAeUdFf,em,TUW,0.500488414807612,4557,7,-4549
GaMXqXZQ,ac,TUW,0.460579434817258,4558,54,-4503
vXAsmtGB,ac,CTS,0.694374877103592,4559,73,-4485
MCIKSegT,mk,CTS,0.397771316412218,4560,52,-4507
YpsufpGE,zf,TUW,0.981615328596465,4561,98,-4462
hkqzGPfw,zf,TUW,0.171926638288395,4562,8,-4553
SGDiBIkz,zf,CTS,0.000204190374219,4563,70,-4492
bVFEDHVU,zf,HTC,0.777832951098953,4564,65,-4498
xKoiNFVv,mk,TUW,0.343454346417583,4565,36,-4528
fUoRDRUh,em,CTS,0.198391612229926,4566,41,-4524
gbBGHVdD,zf,TUW,0.665569891612174,4567,60,-4506
XEmqntqD,zf,CTS,0.814687085364365,4568,46,-4521
EmASZUsN,em,CTS,0.163222336763062,4569,0,-4568
AWwtMUuk,ac,HTC,0.607744813233833,4570,45,-4524
FNGbiDPm,em,CTS,0.07853122955019,4571,28,-4542
,mk,CTS,0.172760446299244,4572,3,-4568
hzSdzTkv,em,TUW,0.032245908552995,4573,33,-4539
EjTUktoq,zf,HTC,0.963886918223862,4574,59,-4514
KDIrWHnF,mk,HTC,0.928385900058662,4575,94,-4480
RUcsYakL,ac,CTS,0.503395693591203,4576,91,-4484
SiOOpJYi,zf,HTC,0.310999437020081,4577,69,-4507
AaWOtpUn,zf,TUW,0.053658141598666,4578,3,-4574
CMtmdnBh,ac,CTS,0.535453164312819,4579,96,-4482
SaVrlfml,zf,CTS,0.788429613559717,4580,7,-4572
mTRMuwcw,zf,TUW,0.622110350437793,4581,19,-4561
WbPsSvIv,mk,HTC,0.579145354245331,4582,34,-4547
QrvOgTkh,em,TUW,0.544063486132721,4583,78,-4504
JvDqRvud,ac,TUW,0.640322545797171,4584,18,-4565
UtqIWZcj,ac,TUW,0.896103256995971,4585,8,-4576
GOpDycys,ac,TUW,0.31656052313676,4586,39,-4546
JaziaPJL,zf,TUW,0.681934848668854,4587,76,-4510
CvBlxAyd,zf,CTS,0.871279459701616,4588,56,-4531
ZvWZAvZJ,mk,TUW,0.611990184853849,4589,42,-4546
NQpYmLDX,zf,TUW,0.026903578675519,4590,81,-4508
WCuQXEeX,em,TUW,0.213670476716726,4591,48,-4542
sHcuRkIh,em,TUW,0.784177886884547,4592,72,-4519
aVuVzWAi,mk,CTS,0.446408659218915,4593,17,-4575
pMsbCAKj,em,TUW,0.4813589487547,4594,63,-4530
PTuuTdrg,em,TUW,0.466752896098086,4595,87,-4507
