linie,richtung,betriebsdatum,fahrzeug,kurs,seq_von,halt_diva_von,halt_punkt_diva_von,halt_kurz_von1,datum_von,soll_an_von,ist_an_von,soll_ab_von,ist_ab_von,seq_nach,halt_diva_nach,halt_punkt_diva_nach,halt_kurz_nach1,datum_nach,soll_an_nach,ist_an_nach1,soll_ab_nach,ist_ab_nach,fahrt_id,fahrweg_id,fw_no,fw_typ,fw_kurz,fw_lang,umlauf_von,halt_id_von,halt_id_nach,halt_punkt_id_von,halt_punkt_id_nach
2,2,15.01.17,3056,3,2,2907,1,WILD,15.01.17,51300,51357,51312,51367,3,917,1,FROE,15.01.17,51354,51406,51372,51422,8463,42739,2,1,2,BTIE - FARB,135319,2651,2680,6055,10547
2,2,15.01.17,3056,3,1,3041,0,BTIE,15.01.17,51240,51296,51240,51296,2,2907,1,WILD,15.01.17,51300,51357,51312,51367,8463,42739,2,1,2,BTIE - FARB,135319,2788,2651,12775,6055
2,2,15.01.17,3056,3,24,137,1,BACH,15.01.17,53118,53094,53130,53115,25,821,0,FARB,15.01.17,53202,53210,53202,53762,8463,42739,2,1,2,BTIE - FARB,135319,2818,1310,12497,10578
2,2,15.01.17,3056,3,23,1570,1,LIND,15.01.17,53064,53034,53076,53052,24,137,1,BACH,15.01.17,53118,53094,53130,53115,8463,42739,2,1,2,BTIE - FARB,135319,2535,2818,10706,12497
2,2,15.01.17,3056,3,22,1026,1,GRIM,15.01.17,53004,52981,53016,52991,23,1570,1,LIND,15.01.17,53064,53034,53076,53052,8463,42739,2,1,2,BTIE - FARB,135319,2770,2535,10580,10706
2,2,15.01.17,3056,3,21,1364,1,KAPP,15.01.17,52926,52902,52938,52917,22,1026,1,GRIM,15.01.17,53004,52981,53016,52991,8463,42739,2,1,2,BTIE - FARB,135319,2244,2770,10568,10580
2,2,15.01.17,3056,3,20,883,1,FREI,15.01.17,52848,52834,52866,52846,21,1364,1,KAPP,15.01.17,52926,52902,52938,52917,8463,42739,2,1,2,BTIE - FARB,135319,2253,2244,10548,10568
2,2,15.01.17,3056,3,19,1548,1,LETG,15.01.17,52788,52776,52800,52789,20,883,1,FREI,15.01.17,52848,52834,52866,52846,8463,42739,2,1,2,BTIE - FARB,135319,2245,2253,10558,10548
2,2,15.01.17,3056,3,18,48,1,ALBP,15.01.17,52686,52637,52710,52706,19,1548,1,LETG,15.01.17,52788,52776,52800,52789,8463,42739,2,1,2,BTIE - FARB,135319,1535,2245,12488,10558
2,2,15.01.17,3056,3,17,3019,1,ZYPR,15.01.17,52614,52578,52626,52589,18,48,1,ALBP,15.01.17,52686,52637,52710,52706,8463,42739,2,1,2,BTIE - FARB,135319,2250,1535,10535,12488
2,2,15.01.17,3056,3,16,1579,1,LOCH,15.01.17,52554,52467,52572,52537,17,3019,1,ZYPR,15.01.17,52614,52578,52626,52589,8463,42739,2,1,2,BTIE - FARB,135319,2248,2250,10544,10535
2,2,15.01.17,3056,3,15,1357,1,KALK,15.01.17,52476,52397,52494,52412,16,1579,1,LOCH,15.01.17,52554,52467,52572,52537,8463,42739,2,1,2,BTIE - FARB,135319,1906,2248,10563,10544
2,2,15.01.17,3056,3,14,478,1,BEZI,15.01.17,52398,52333,52410,52343,15,1357,1,KALK,15.01.17,52476,52397,52494,52412,8463,42739,2,1,2,BTIE - FARB,135319,1306,1906,12845,10563
2,2,15.01.17,3056,3,13,2556,1,STAU,15.01.17,52236,52199,52326,52259,14,478,1,BEZI,15.01.17,52398,52333,52410,52343,8463,42739,2,1,2,BTIE - FARB,135319,1502,1306,10532,12845
2,2,15.01.17,2081,4,24,137,1,BACH,15.01.17,58518,58546,58530,58562,25,821,0,FARB,15.01.17,58602,58631,58602,59162,8491,42739,2,1,2,BTIE - FARB,137366,2818,1310,12497,10578
2,2,15.01.17,2081,4,23,1570,1,LIND,15.01.17,58464,58482,58476,58498,24,137,1,BACH,15.01.17,58518,58546,58530,58562,8491,42739,2,1,2,BTIE - FARB,137366,2535,2818,10706,12497
2,2,15.01.17,2081,4,22,1026,1,GRIM,15.01.17,58404,58419,58416,58432,23,1570,1,LIND,15.01.17,58464,58482,58476,58498,8491,42739,2,1,2,BTIE - FARB,137366,2770,2535,10580,10706
2,2,15.01.17,2081,4,21,1364,1,KAPP,15.01.17,58326,58340,58338,58351,22,1026,1,GRIM,15.01.17,58404,58419,58416,58432,8491,42739,2,1,2,BTIE - FARB,137366,2244,2770,10568,10580
2,2,15.01.17,2081,4,20,883,1,FREI,15.01.17,58248,58263,58266,58275,21,1364,1,KAPP,15.01.17,58326,58340,58338,58351,8491,42739,2,1,2,BTIE - FARB,137366,2253,2244,10548,10568
2,2,15.01.17,2081,4,19,1548,1,LETG,15.01.17,58188,58194,58200,58208,20,883,1,FREI,15.01.17,58248,58263,58266,58275,8491,42739,2,1,2,BTIE - FARB,137366,2245,2253,10558,10548
2,2,15.01.17,2081,4,18,48,1,ALBP,15.01.17,58086,58083,58110,58109,19,1548,1,LETG,15.01.17,58188,58194,58200,58208,8491,42739,2,1,2,BTIE - FARB,137366,1535,2245,12488,10558
2,2,15.01.17,2081,4,17,3019,1,ZYPR,15.01.17,58014,58007,58026,58024,18,48,1,ALBP,15.01.17,58086,58083,58110,58109,8491,42739,2,1,2,BTIE - FARB,137366,2250,1535,10535,12488
2,2,15.01.17,2081,4,16,1579,1,LOCH,15.01.17,57954,57942,57972,57957,17,3019,1,ZYPR,15.01.17,58014,58007,58026,58024,8491,42739,2,1,2,BTIE - FARB,137366,2248,2250,10544,10535
2,2,15.01.17,3016,1,14,478,1,BEZI,15.01.17,51198,51153,51210,51169,15,1357,1,KALK,15.01.17,51276,51230,51294,51250,8401,42739,2,1,2,BTIE - FARB,135943,1306,1906,12845,10563
2,2,15.01.17,3016,1,13,2556,1,STAU,15.01.17,51036,51015,51126,51098,14,478,1,BEZI,15.01.17,51198,51153,51210,51169,8401,42739,2,1,2,BTIE - FARB,135943,1502,1306,10532,12845
2,2,15.01.17,3016,1,12,2396,1,SIHS,15.01.17,50928,50922,50946,50933,13,2556,1,STAU,15.01.17,51036,51015,51126,51098,8401,42739,2,1,2,BTIE - FARB,135943,2657,1502,10556,10532
2,2,15.01.17,3016,1,11,1861,1,PARA,15.01.17,50826,50837,50850,50851,12,2396,1,SIHS,15.01.17,50928,50922,50946,50933,8401,42739,2,1,2,BTIE - FARB,135943,1528,2657,10554,10556
2,2,15.01.17,3016,1,10,601,1,BOES,15.01.17,50760,50769,50772,50787,11,1861,1,PARA,15.01.17,50826,50837,50850,50851,8401,42739,2,1,2,BTIE - FARB,135943,2228,1528,12606,10554
2,2,15.01.17,3016,1,9,615,1,BURK,15.01.17,50664,50667,50688,50702,10,601,1,BOES,15.01.17,50760,50769,50772,50787,8401,42739,2,1,2,BTIE - FARB,135943,2590,2228,12831,12606
2,2,15.01.17,3016,1,8,440,1,BELL,15.01.17,50544,50537,50574,50558,9,615,1,BURK,15.01.17,50664,50667,50688,50702,8401,42739,2,1,2,BTIE - FARB,135943,1565,2590,12493,12831
2,2,15.01.17,3016,1,7,1845,1,OPER,15.01.17,50436,50441,50454,50457,8,440,1,BELL,15.01.17,50544,50537,50574,50558,8401,42739,2,1,2,BTIE - FARB,135943,2104,1565,12475,12493
2,2,15.01.17,3016,1,6,1456,1,KRES,15.01.17,50346,50362,50364,50376,7,1845,1,OPER,15.01.17,50436,50441,50454,50457,8401,42739,2,1,2,BTIE - FARB,135943,2612,2104,12018,12475
2,2,15.01.17,3016,1,5,832,1,FELD,15.01.17,50286,50300,50298,50312,6,1456,1,KRES,15.01.17,50346,50362,50364,50376,8401,42739,2,1,2,BTIE - FARB,135943,2689,2612,12029,12018
2,2,15.01.17,3016,1,4,1286,1,HOES,15.01.17,50226,50248,50244,50260,5,832,1,FELD,15.01.17,50286,50300,50298,50312,8401,42739,2,1,2,BTIE - FARB,135943,2615,2689,10575,12029
2,2,15.01.17,3016,1,3,917,1,FROE,15.01.17,50154,50159,50172,50185,4,1286,1,HOES,15.01.17,50226,50248,50244,50260,8401,42739,2,1,2,BTIE - FARB,135943,2680,2615,10547,10575
2,2,15.01.17,3016,1,2,2907,1,WILD,15.01.17,50100,50106,50112,50116,3,917,1,FROE,15.01.17,50154,50159,50172,50185,8401,42739,2,1,2,BTIE - FARB,135943,2651,2680,6055,10547
2,2,15.01.17,3016,1,1,3041,0,BTIE,15.01.17,50040,50042,50040,50042,2,2907,1,WILD,15.01.17,50100,50106,50112,50116,8401,42739,2,1,2,BTIE - FARB,135943,2788,2651,12775,6055
2,2,15.01.17,2076,6,11,1861,1,PARA,15.01.17,39426,39401,39450,39416,12,2396,1,SIHS,15.01.17,39528,39488,39546,39501,8549,42739,2,1,2,BTIE - FARB,135780,1528,2657,10554,10556
2,2,15.01.17,2076,6,10,601,1,BOES,15.01.17,39360,39340,39372,39346,11,1861,1,PARA,15.01.17,39426,39401,39450,39416,8549,42739,2,1,2,BTIE - FARB,135780,2228,1528,12606,10554
2,2,15.01.17,2076,6,9,615,1,BURK,15.01.17,39264,39256,39288,39269,10,601,1,BOES,15.01.17,39360,39340,39372,39346,8549,42739,2,1,2,BTIE - FARB,135780,2590,2228,12831,12606
2,2,15.01.17,2076,6,8,440,1,BELL,15.01.17,39144,39099,39174,39144,9,615,1,BURK,15.01.17,39264,39256,39288,39269,8549,42739,2,1,2,BTIE - FARB,135780,1565,2590,12493,12831
2,2,15.01.17,2076,6,7,1845,1,OPER,15.01.17,39036,39006,39054,39031,8,440,1,BELL,15.01.17,39144,39099,39174,39144,8549,42739,2,1,2,BTIE - FARB,135780,2104,1565,12475,12493
2,2,15.01.17,2076,6,6,1456,1,KRES,15.01.17,38946,38927,38964,38942,7,1845,1,OPER,15.01.17,39036,39006,39054,39031,8549,42739,2,1,2,BTIE - FARB,135780,2612,2104,12018,12475
2,2,15.01.17,2076,6,5,832,1,FELD,15.01.17,38886,38864,38898,38875,6,1456,1,KRES,15.01.17,38946,38927,38964,38942,8549,42739,2,1,2,BTIE - FARB,135780,2689,2612,12029,12018
2,2,15.01.17,2076,6,4,1286,1,HOES,15.01.17,38826,38804,38844,38824,5,832,1,FELD,15.01.17,38886,38864,38898,38875,8549,42739,2,1,2,BTIE - FARB,135780,2615,2689,10575,12029
2,2,15.01.17,2076,6,3,917,1,FROE,15.01.17,38754,38740,38772,38754,4,1286,1,HOES,15.01.17,38826,38804,38844,38824,8549,42739,2,1,2,BTIE - FARB,135780,2680,2615,10547,10575
2,2,15.01.17,2076,6,2,2907,1,WILD,15.01.17,38700,38689,38712,38701,3,917,1,FROE,15.01.17,38754,38740,38772,38754,8549,42739,2,1,2,BTIE - FARB,135780,2651,2680,6055,10547
2,2,15.01.17,2076,6,1,3041,0,BTIE,15.01.17,38640,38623,38640,38623,2,2907,1,WILD,15.01.17,38700,38689,38712,38701,8549,42739,2,1,2,BTIE - FARB,135780,2788,2651,12775,6055
2,2,15.01.17,3015,7,4,1286,1,HOES,15.01.17,44226,44231,44244,44241,5,832,1,FELD,15.01.17,44286,44277,44298,44287,7887,42739,2,1,2,BTIE - FARB,136976,2615,2689,10575,12029
2,2,15.01.17,3015,7,3,917,1,FROE,15.01.17,44154,44159,44172,44185,4,1286,1,HOES,15.01.17,44226,44231,44244,44241,7887,42739,2,1,2,BTIE - FARB,136976,2680,2615,10547,10575
2,2,15.01.17,3015,7,2,2907,1,WILD,15.01.17,44100,44105,44112,44121,3,917,1,FROE,15.01.17,44154,44159,44172,44185,7887,42739,2,1,2,BTIE - FARB,136976,2651,2680,6055,10547
2,2,15.01.17,3015,7,1,3041,0,BTIE,15.01.17,44040,44043,44040,44043,2,2907,1,WILD,15.01.17,44100,44105,44112,44121,7887,42739,2,1,2,BTIE - FARB,136976,2788,2651,12775,6055
2,2,15.01.17,2076,6,24,137,1,BACH,15.01.17,40518,40542,40530,40551,25,821,0,FARB,15.01.17,40602,40623,40602,41129,8549,42739,2,1,2,BTIE - FARB,135780,2818,1310,12497,10578
2,2,15.01.17,2076,6,23,1570,1,LIND,15.01.17,40464,40467,40476,40490,24,137,1,BACH,15.01.17,40518,40542,40530,40551,8549,42739,2,1,2,BTIE - FARB,135780,2535,2818,10706,12497
2,2,15.01.17,2076,6,22,1026,1,GRIM,15.01.17,40404,40397,40416,40412,23,1570,1,LIND,15.01.17,40464,40467,40476,40490,8549,42739,2,1,2,BTIE - FARB,135780,2770,2535,10580,10706
2,2,15.01.17,2076,6,21,1364,1,KAPP,15.01.17,40326,40301,40338,40320,22,1026,1,GRIM,15.01.17,40404,40397,40416,40412,8549,42739,2,1,2,BTIE - FARB,135780,2244,2770,10568,10580
2,2,15.01.17,2076,6,20,883,1,FREI,15.01.17,40248,40225,40266,40236,21,1364,1,KAPP,15.01.17,40326,40301,40338,40320,8549,42739,2,1,2,BTIE - FARB,135780,2253,2244,10548,10568
2,2,15.01.17,2076,6,19,1548,1,LETG,15.01.17,40188,40158,40200,40167,20,883,1,FREI,15.01.17,40248,40225,40266,40236,8549,42739,2,1,2,BTIE - FARB,135780,2245,2253,10558,10548
2,2,15.01.17,2076,6,18,48,1,ALBP,15.01.17,40086,40061,40110,40073,19,1548,1,LETG,15.01.17,40188,40158,40200,40167,8549,42739,2,1,2,BTIE - FARB,135780,1535,2245,12488,10558
2,2,15.01.17,2076,6,17,3019,1,ZYPR,15.01.17,40014,39995,40026,40004,18,48,1,ALBP,15.01.17,40086,40061,40110,40073,8549,42739,2,1,2,BTIE - FARB,135780,2250,1535,10535,12488
2,2,15.01.17,2076,6,16,1579,1,LOCH,15.01.17,39954,39940,39972,39949,17,3019,1,ZYPR,15.01.17,40014,39995,40026,40004,8549,42739,2,1,2,BTIE - FARB,135780,2248,2250,10544,10535
2,2,15.01.17,2076,6,15,1357,1,KALK,15.01.17,39876,39839,39894,39882,16,1579,1,LOCH,15.01.17,39954,39940,39972,39949,8549,42739,2,1,2,BTIE - FARB,135780,1906,2248,10563,10544
2,2,15.01.17,2076,6,14,478,1,BEZI,15.01.17,39798,39768,39810,39783,15,1357,1,KALK,15.01.17,39876,39839,39894,39882,8549,42739,2,1,2,BTIE - FARB,135780,1306,1906,12845,10563
2,2,15.01.17,2076,6,13,2556,1,STAU,15.01.17,39636,39599,39726,39707,14,478,1,BEZI,15.01.17,39798,39768,39810,39783,8549,42739,2,1,2,BTIE - FARB,135780,1502,1306,10532,12845
2,2,15.01.17,2076,6,12,2396,1,SIHS,15.01.17,39528,39488,39546,39501,13,2556,1,STAU,15.01.17,39636,39599,39726,39707,8549,42739,2,1,2,BTIE - FARB,135780,2657,1502,10556,10532
2,2,15.01.17,2081,4,15,1357,1,KALK,15.01.17,57876,57867,57894,57885,16,1579,1,LOCH,15.01.17,57954,57942,57972,57957,8491,42739,2,1,2,BTIE - FARB,137366,1906,2248,10563,10544
2,2,15.01.17,2081,4,14,478,1,BEZI,15.01.17,57798,57786,57810,57804,15,1357,1,KALK,15.01.17,57876,57867,57894,57885,8491,42739,2,1,2,BTIE - FARB,137366,1306,1906,12845,10563
2,2,15.01.17,2081,4,13,2556,1,STAU,15.01.17,57636,57657,57726,57705,14,478,1,BEZI,15.01.17,57798,57786,57810,57804,8491,42739,2,1,2,BTIE - FARB,137366,1502,1306,10532,12845
2,2,15.01.17,2081,4,12,2396,1,SIHS,15.01.17,57528,57553,57546,57576,13,2556,1,STAU,15.01.17,57636,57657,57726,57705,8491,42739,2,1,2,BTIE - FARB,137366,2657,1502,10556,10532
2,2,15.01.17,2081,4,11,1861,1,PARA,15.01.17,57426,57451,57450,57471,12,2396,1,SIHS,15.01.17,57528,57553,57546,57576,8491,42739,2,1,2,BTIE - FARB,137366,1528,2657,10554,10556
2,2,15.01.17,2081,4,10,601,1,BOES,15.01.17,57360,57386,57372,57400,11,1861,1,PARA,15.01.17,57426,57451,57450,57471,8491,42739,2,1,2,BTIE - FARB,137366,2228,1528,12606,10554
2,2,15.01.17,2081,4,9,615,1,BURK,15.01.17,57264,57292,57288,57319,10,601,1,BOES,15.01.17,57360,57386,57372,57400,8491,42739,2,1,2,BTIE - FARB,137366,2590,2228,12831,12606
2,2,15.01.17,2081,4,8,440,1,BELL,15.01.17,57144,57148,57174,57212,9,615,1,BURK,15.01.17,57264,57292,57288,57319,8491,42739,2,1,2,BTIE - FARB,137366,1565,2590,12493,12831
2,2,15.01.17,2081,4,7,1845,1,OPER,15.01.17,57036,57052,57054,57072,8,440,1,BELL,15.01.17,57144,57148,57174,57212,8491,42739,2,1,2,BTIE - FARB,137366,2104,1565,12475,12493
2,2,15.01.17,2081,4,6,1456,1,KRES,15.01.17,56946,56975,56964,56987,7,1845,1,OPER,15.01.17,57036,57052,57054,57072,8491,42739,2,1,2,BTIE - FARB,137366,2612,2104,12018,12475
2,2,15.01.17,2081,4,5,832,1,FELD,15.01.17,56886,56906,56898,56920,6,1456,1,KRES,15.01.17,56946,56975,56964,56987,8491,42739,2,1,2,BTIE - FARB,137366,2689,2612,12029,12018
2,2,15.01.17,2081,4,4,1286,1,HOES,15.01.17,56826,56845,56844,56862,5,832,1,FELD,15.01.17,56886,56906,56898,56920,8491,42739,2,1,2,BTIE - FARB,137366,2615,2689,10575,12029
2,2,15.01.17,2081,4,3,917,1,FROE,15.01.17,56754,56767,56772,56780,4,1286,1,HOES,15.01.17,56826,56845,56844,56862,8491,42739,2,1,2,BTIE - FARB,137366,2680,2615,10547,10575
2,2,15.01.17,2081,4,2,2907,1,WILD,15.01.17,56700,56708,56712,56723,3,917,1,FROE,15.01.17,56754,56767,56772,56780,8491,42739,2,1,2,BTIE - FARB,137366,2651,2680,6055,10547
2,2,15.01.17,2081,4,1,3041,0,BTIE,15.01.17,56640,56642,56640,56642,2,2907,1,WILD,15.01.17,56700,56708,56712,56723,8491,42739,2,1,2,BTIE - FARB,137366,2788,2651,12775,6055
2,2,15.01.17,3015,7,24,137,1,BACH,15.01.17,45918,45893,45930,45904,25,821,0,FARB,15.01.17,46002,45964,46002,46576,7887,42739,2,1,2,BTIE - FARB,136976,2818,1310,12497,10578
2,2,15.01.17,3015,7,23,1570,1,LIND,15.01.17,45864,45842,45876,45855,24,137,1,BACH,15.01.17,45918,45893,45930,45904,7887,42739,2,1,2,BTIE - FARB,136976,2535,2818,10706,12497
2,2,15.01.17,3015,7,22,1026,1,GRIM,15.01.17,45804,45783,45816,45797,23,1570,1,LIND,15.01.17,45864,45842,45876,45855,7887,42739,2,1,2,BTIE - FARB,136976,2770,2535,10580,10706
2,2,15.01.17,3015,7,21,1364,1,KAPP,15.01.17,45726,45699,45738,45714,22,1026,1,GRIM,15.01.17,45804,45783,45816,45797,7887,42739,2,1,2,BTIE - FARB,136976,2244,2770,10568,10580
2,2,15.01.17,3015,7,20,883,1,FREI,15.01.17,45648,45617,45666,45630,21,1364,1,KAPP,15.01.17,45726,45699,45738,45714,7887,42739,2,1,2,BTIE - FARB,136976,2253,2244,10548,10568
2,2,15.01.17,3015,7,19,1548,1,LETG,15.01.17,45588,45557,45600,45567,20,883,1,FREI,15.01.17,45648,45617,45666,45630,7887,42739,2,1,2,BTIE - FARB,136976,2245,2253,10558,10548
2,2,15.01.17,3015,7,18,48,1,ALBP,15.01.17,45486,45453,45510,45487,19,1548,1,LETG,15.01.17,45588,45557,45600,45567,7887,42739,2,1,2,BTIE - FARB,136976,1535,2245,12488,10558
2,2,15.01.17,3015,7,17,3019,1,ZYPR,15.01.17,45414,45389,45426,45403,18,48,1,ALBP,15.01.17,45486,45453,45510,45487,7887,42739,2,1,2,BTIE - FARB,136976,2250,1535,10535,12488
2,2,15.01.17,3015,7,16,1579,1,LOCH,15.01.17,45354,45337,45372,45349,17,3019,1,ZYPR,15.01.17,45414,45389,45426,45403,7887,42739,2,1,2,BTIE - FARB,136976,2248,2250,10544,10535
2,2,15.01.17,3015,7,15,1357,1,KALK,15.01.17,45276,45231,45294,45251,16,1579,1,LOCH,15.01.17,45354,45337,45372,45349,7887,42739,2,1,2,BTIE - FARB,136976,1906,2248,10563,10544
2,2,15.01.17,3015,7,14,478,1,BEZI,15.01.17,45198,45168,45210,45179,15,1357,1,KALK,15.01.17,45276,45231,45294,45251,7887,42739,2,1,2,BTIE - FARB,136976,1306,1906,12845,10563
2,2,15.01.17,3015,7,13,2556,1,STAU,15.01.17,45036,44996,45126,45057,14,478,1,BEZI,15.01.17,45198,45168,45210,45179,7887,42739,2,1,2,BTIE - FARB,136976,1502,1306,10532,12845
2,2,15.01.17,3015,7,12,2396,1,SIHS,15.01.17,44928,44904,44946,44918,13,2556,1,STAU,15.01.17,45036,44996,45126,45057,7887,42739,2,1,2,BTIE - FARB,136976,2657,1502,10556,10532
2,2,15.01.17,3015,7,11,1861,1,PARA,15.01.17,44826,44799,44850,44819,12,2396,1,SIHS,15.01.17,44928,44904,44946,44918,7887,42739,2,1,2,BTIE - FARB,136976,1528,2657,10554,10556
2,2,15.01.17,3015,7,10,601,1,BOES,15.01.17,44760,44733,44772,44740,11,1861,1,PARA,15.01.17,44826,44799,44850,44819,7887,42739,2,1,2,BTIE - FARB,136976,2228,1528,12606,10554
2,2,15.01.17,3015,7,9,615,1,BURK,15.01.17,44664,44607,44688,44662,10,601,1,BOES,15.01.17,44760,44733,44772,44740,7887,42739,2,1,2,BTIE - FARB,136976,2590,2228,12831,12606
2,2,15.01.17,3015,7,8,440,1,BELL,15.01.17,44544,44472,44574,44497,9,615,1,BURK,15.01.17,44664,44607,44688,44662,7887,42739,2,1,2,BTIE - FARB,136976,1565,2590,12493,12831
2,2,15.01.17,3015,7,7,1845,1,OPER,15.01.17,44436,44400,44454,44415,8,440,1,BELL,15.01.17,44544,44472,44574,44497,7887,42739,2,1,2,BTIE - FARB,136976,2104,1565,12475,12493
2,2,15.01.17,3015,7,6,1456,1,KRES,15.01.17,44346,44331,44364,44349,7,1845,1,OPER,15.01.17,44436,44400,44454,44415,7887,42739,2,1,2,BTIE - FARB,136976,2612,2104,12018,12475
2,2,15.01.17,3015,7,5,832,1,FELD,15.01.17,44286,44277,44298,44287,6,1456,1,KRES,15.01.17,44346,44331,44364,44349,7887,42739,2,1,2,BTIE - FARB,136976,2689,2612,12029,12018
2,2,15.01.17,3004,5,24,137,1,BACH,15.01.17,21738,21802,21750,21806,25,821,0,FARB,15.01.17,21822,21884,21822,22007,8506,42739,2,1,2,BTIE - FARB,135232,2818,1310,12497,10578
2,2,15.01.17,3004,5,23,1570,1,LIND,15.01.17,21684,21746,21696,21755,24,137,1,BACH,15.01.17,21738,21802,21750,21806,8506,42739,2,1,2,BTIE - FARB,135232,2535,2818,10706,12497
2,2,15.01.17,3004,5,22,1026,1,GRIM,15.01.17,21624,21680,21636,21690,23,1570,1,LIND,15.01.17,21684,21746,21696,21755,8506,42739,2,1,2,BTIE - FARB,135232,2770,2535,10580,10706
2,2,15.01.17,3004,5,21,1364,1,KAPP,15.01.17,21546,21599,21558,21608,22,1026,1,GRIM,15.01.17,21624,21680,21636,21690,8506,42739,2,1,2,BTIE - FARB,135232,2244,2770,10568,10580
2,2,15.01.17,3004,5,20,883,1,FREI,15.01.17,21474,21516,21486,21526,21,1364,1,KAPP,15.01.17,21546,21599,21558,21608,8506,42739,2,1,2,BTIE - FARB,135232,2253,2244,10548,10568
2,2,15.01.17,3004,5,19,1548,1,LETG,15.01.17,21414,21453,21426,21458,20,883,1,FREI,15.01.17,21474,21516,21486,21526,8506,42739,2,1,2,BTIE - FARB,135232,2245,2253,10558,10548
2,2,15.01.17,3004,5,18,48,1,ALBP,15.01.17,21312,21353,21336,21369,19,1548,1,LETG,15.01.17,21414,21453,21426,21458,8506,42739,2,1,2,BTIE - FARB,135232,1535,2245,12488,10558
2,2,15.01.17,3004,5,17,3019,1,ZYPR,15.01.17,21240,21278,21252,21282,18,48,1,ALBP,15.01.17,21312,21353,21336,21369,8506,42739,2,1,2,BTIE - FARB,135232,2250,1535,10535,12488
2,2,15.01.17,3004,5,16,1579,1,LOCH,15.01.17,21180,21217,21198,21223,17,3019,1,ZYPR,15.01.17,21240,21278,21252,21282,8506,42739,2,1,2,BTIE - FARB,135232,2248,2250,10544,10535
2,2,15.01.17,3004,5,15,1357,1,KALK,15.01.17,21102,21114,21120,21126,16,1579,1,LOCH,15.01.17,21180,21217,21198,21223,8506,42739,2,1,2,BTIE - FARB,135232,1906,2248,10563,10544
2,2,15.01.17,3004,5,14,478,1,BEZI,15.01.17,21030,21039,21042,21047,15,1357,1,KALK,15.01.17,21102,21114,21120,21126,8506,42739,2,1,2,BTIE - FARB,135232,1306,1906,12845,10563
2,2,15.01.17,3004,5,13,2556,1,STAU,15.01.17,20868,20916,20958,20946,14,478,1,BEZI,15.01.17,21030,21039,21042,21047,8506,42739,2,1,2,BTIE - FARB,135232,1502,1306,10532,12845
2,2,15.01.17,3004,5,12,2396,1,SIHS,15.01.17,20766,20802,20778,20814,13,2556,1,STAU,15.01.17,20868,20916,20958,20946,8506,42739,2,1,2,BTIE - FARB,135232,2657,1502,10556,10532
2,2,15.01.17,3004,5,11,1861,1,PARA,15.01.17,20676,20665,20694,20704,12,2396,1,SIHS,15.01.17,20766,20802,20778,20814,8506,42739,2,1,2,BTIE - FARB,135232,1528,2657,10554,10556
2,2,15.01.17,3004,5,10,601,1,BOES,15.01.17,20610,20596,20622,20609,11,1861,1,PARA,15.01.17,20676,20665,20694,20704,8506,42739,2,1,2,BTIE - FARB,135232,2228,1528,12606,10554
2,2,15.01.17,3004,5,9,615,1,BURK,15.01.17,20520,20521,20544,20533,10,601,1,BOES,15.01.17,20610,20596,20622,20609,8506,42739,2,1,2,BTIE - FARB,135232,2590,2228,12831,12606
2,2,15.01.17,3004,5,8,440,1,BELL,15.01.17,20406,20407,20436,20453,9,615,1,BURK,15.01.17,20520,20521,20544,20533,8506,42739,2,1,2,BTIE - FARB,135232,1565,2590,12493,12831
2,2,15.01.17,3004,5,7,1845,1,OPER,15.01.17,20304,20319,20322,20334,8,440,1,BELL,15.01.17,20406,20407,20436,20453,8506,42739,2,1,2,BTIE - FARB,135232,2104,1565,12475,12493
2,2,15.01.17,3004,5,6,1456,1,KRES,15.01.17,20220,20239,20232,20249,7,1845,1,OPER,15.01.17,20304,20319,20322,20334,8506,42739,2,1,2,BTIE - FARB,135232,2612,2104,12018,12475
2,2,15.01.17,3004,5,5,832,1,FELD,15.01.17,20160,20177,20172,20182,6,1456,1,KRES,15.01.17,20220,20239,20232,20249,8506,42739,2,1,2,BTIE - FARB,135232,2689,2612,12029,12018
2,2,15.01.17,3004,5,4,1286,1,HOES,15.01.17,20100,20115,20118,20128,5,832,1,FELD,15.01.17,20160,20177,20172,20182,8506,42739,2,1,2,BTIE - FARB,135232,2615,2689,10575,12029
2,2,15.01.17,3004,5,3,917,1,FROE,15.01.17,20034,20047,20046,20051,4,1286,1,HOES,15.01.17,20100,20115,20118,20128,8506,42739,2,1,2,BTIE - FARB,135232,2680,2615,10547,10575
2,2,15.01.17,3004,5,2,2907,1,WILD,15.01.17,19980,19992,19992,19997,3,917,1,FROE,15.01.17,20034,20047,20046,20051,8506,42739,2,1,2,BTIE - FARB,135232,2651,2680,6055,10547
2,2,15.01.17,3004,5,1,3041,0,BTIE,15.01.17,19920,19924,19920,19924,2,2907,1,WILD,15.01.17,19980,19992,19992,19997,8506,42739,2,1,2,BTIE - FARB,135232,2788,2651,12775,6055
2,2,15.01.17,3011,9,24,137,1,BACH,15.01.17,28038,28061,28050,28074,25,821,0,FARB,15.01.17,28122,28142,28122,28277,7911,42739,2,1,2,BTIE - FARB,136585,2818,1310,12497,10578
2,2,15.01.17,3011,9,23,1570,1,LIND,15.01.17,27984,28013,27996,28019,24,137,1,BACH,15.01.17,28038,28061,28050,28074,7911,42739,2,1,2,BTIE - FARB,136585,2535,2818,10706,12497
