nouniquestr,method,company,measurements,trialn
BkTbV,ac,TUW,0.282281824132434,72
IfUdF,ac,TUW,0.794304703408746,81
ZuRoI,zf,HTC,0.090045709258059,25
eRuYh,mk,CTS,0.250996437324801,92
aKTdT,zf,CTS,0.3589344756234,67
NTUkO,ac,HTC,0.148642329344009,22
KtCpK,ac,CTS,0.452614735440215,90
PhTYU,em,TUW,0.576295239970596,31
KFFJU,ac,CTS,0.517330250607626,85
UXWCP,ac,TUW,0.440174094011203,38
BkTbV,zf,TUW,0.142503625491227,5
IfUdF,mk,TUW,0.431393295222835,81
ZuRoI,zf,HTC,0.038549162973026,91
eRuYh,mk,HTC,0.714268571010512,85
aKTdT,mk,TUW,0.768070675614462,66
NTUkO,ac,CTS,0.021473769494081,18
KtCpK,em,HTC,0.080876977416286,54
PhTYU,ac,TUW,0.754015418092968,56
KFFJU,em,CTS,0.544732743188671,35
UXWCP,mk,TUW,0.747853121929733,62
BkTbV,ac,HTC,0.393968496290226,39
IfUdF,mk,TUW,0.14794836190176,4
ZuRoI,zf,CTS,0.378255550348646,33
eRuYh,zf,HTC,0.796023857568268,7
aKTdT,zf,HTC,0.733898914013048,32
NTUkO,em,HTC,0.667899353255466,0
KtCpK,mk,TUW,0.543448111519809,10
PhTYU,ac,TUW,0.17206394782227,18
KFFJU,ac,HTC,0.698291010680312,65
UXWCP,ac,TUW,0.914857259699541,80
BkTbV,em,CTS,0.492707821425802,14
IfUdF,mk,TUW,0.386961350805743,37
ZuRoI,ac,CTS,0.892193466189954,84
eRuYh,ac,CTS,0.26552429755264,44
aKTdT,mk,HTC,0.804751498544555,91
NTUkO,mk,CTS,0.606399140449988,9
KtCpK,zf,CTS,0.257612773646094,84
PhTYU,em,TUW,0.021020895960355,42
KFFJU,ac,HTC,0.63684929265307,75
UXWCP,mk,CTS,0.89724326167813,8
BkTbV,zf,TUW,0.949000585313184,41
IfUdF,mk,TUW,0.203176685816521,3
ZuRoI,zf,HTC,0.25262161946538,47
eRuYh,zf,CTS,0.7914672130578,68
aKTdT,zf,HTC,0.185388856607755,54
NTUkO,zf,HTC,0.612250580249527,81
KtCpK,zf,TUW,0.00056679120216,92
PhTYU,mk,CTS,0.173299104454108,25
KFFJU,zf,TUW,0.21689999775559,24
UXWCP,ac,CTS,0.496103456337333,33
BkTbV,em,CTS,0.735948268737682,12
IfUdF,mk,HTC,0.426156531742197,80
ZuRoI,ac,TUW,0.072640103513329,15
eRuYh,mk,CTS,0.433895704159082,65
aKTdT,em,TUW,0.969515245153707,67
NTUkO,zf,HTC,0.962838490408901,81
KtCpK,mk,CTS,0.533885343762184,41
PhTYU,zf,HTC,0.015326181138209,57
KFFJU,mk,CTS,0.543802733120353,47
UXWCP,zf,CTS,0.355633385554475,10
BkTbV,mk,CTS,0.895147205932725,35
IfUdF,mk,HTC,0.910387744562329,22
ZuRoI,mk,CTS,0.113091921543533,35
eRuYh,mk,CTS,0.276295924507894,26
aKTdT,em,CTS,0.841440102790457,5
NTUkO,ac,CTS,0.615196031050566,83
KtCpK,em,TUW,0.681455797768514,54
PhTYU,mk,TUW,0.903548381891801,85
KFFJU,zf,HTC,0.601239237316768,60
UXWCP,mk,TUW,0.327334285987964,97
BkTbV,em,TUW,0.241791271424509,93
IfUdF,em,HTC,0.978265938251225,74
ZuRoI,ac,CTS,0.390262822005886,73
eRuYh,ac,TUW,0.395876306664479,6
aKTdT,mk,CTS,0.527206622372415,85
NTUkO,ac,CTS,0.399299234534041,85
KtCpK,ac,CTS,0.457833055879463,61
PhTYU,em,HTC,0.512798707942662,82
KFFJU,ac,CTS,0.186785920975884,4
UXWCP,mk,CTS,0.876373585564797,77
BkTbV,ac,TUW,0.735956143365425,68
IfUdF,zf,CTS,0.24672127035934,25
ZuRoI,em,CTS,0.967088610021186,95
eRuYh,em,HTC,0.021114015118008,50
aKTdT,em,CTS,0.770175203596109,72
NTUkO,ac,CTS,0.282601022263632,15
KtCpK,zf,TUW,0.310194929438559,56
PhTYU,ac,HTC,0.484080106179014,11
KFFJU,ac,HTC,0.224854634231761,48
UXWCP,zf,HTC,0.417276837579028,45
BkTbV,em,HTC,0.270186539101366,72
IfUdF,mk,CTS,0.628343026446588,37
ZuRoI,em,TUW,0.011832331824483,78
eRuYh,zf,TUW,0.24416268999067,72
aKTdT,zf,TUW,0.013939387373948,76
NTUkO,ac,CTS,0.713741102177699,16
KtCpK,ac,TUW,0.010520090022075,17
PhTYU,ac,HTC,0.764473930571922,73
KFFJU,ac,HTC,0.546316836056134,1
UXWCP,mk,CTS,0.586162594655252,5
BkTbV,mk,HTC,0.514146187130953,40
IfUdF,em,HTC,0.897446758326211,68
ZuRoI,em,CTS,0.392439114102424,14
eRuYh,zf,TUW,0.062851406179961,52
aKTdT,ac,TUW,0.170085476177417,28
NTUkO,mk,CTS,0.109897429114613,17
KtCpK,em,CTS,0.82196570195952,77
PhTYU,em,HTC,0.490318589113092,97
KFFJU,mk,TUW,0.628251090542645,14
UXWCP,em,TUW,0.287976809445135,64
BkTbV,em,HTC,0.852022885878215,42
IfUdF,mk,HTC,0.117016637785422,26
ZuRoI,mk,CTS,0.977240414499321,69
eRuYh,em,TUW,0.607405532541772,83
aKTdT,ac,HTC,0.395592815805708,51
NTUkO,ac,TUW,0.164760818541152,97
KtCpK,zf,TUW,0.464983592597196,47
PhTYU,zf,HTC,0.112220797720974,4
KFFJU,mk,CTS,0.691885596855552,50
UXWCP,ac,TUW,0.582118365401367,4
BkTbV,zf,CTS,0.146078413358023,29
IfUdF,ac,HTC,0.452360490271393,27
ZuRoI,mk,TUW,0.898544011074939,71
eRuYh,mk,HTC,0.060589731164653,38
aKTdT,em,HTC,0.622094319054774,39
NTUkO,mk,CTS,0.983471260496946,96
KtCpK,ac,CTS,0.577204608784864,67
PhTYU,em,HTC,0.126287743742997,54
KFFJU,zf,TUW,0.655335519981492,55
UXWCP,em,CTS,0.611106583675889,97
BkTbV,em,TUW,0.301167008416163,92
IfUdF,ac,CTS,0.777507528451389,55
ZuRoI,zf,CTS,0.226174695436019,57
eRuYh,ac,TUW,0.359826881690784,38
aKTdT,ac,CTS,0.142985812632627,75
NTUkO,mk,TUW,0.277733832413982,23
KtCpK,mk,HTC,0.175117366953745,43
PhTYU,zf,TUW,0.987345119357311,53
KFFJU,em,CTS,0.401120751797624,24
UXWCP,zf,TUW,0.007748400864236,55
BkTbV,ac,CTS,0.589551211061213,46
IfUdF,zf,CTS,0.594852872806943,84
ZuRoI,zf,HTC,0.929100348240643,49
eRuYh,mk,TUW,0.484917541697029,0
aKTdT,mk,CTS,0.125742100452842,42
NTUkO,em,CTS,0.387988296266392,22
KtCpK,ac,HTC,0.714132024278546,36
PhTYU,zf,CTS,0.761232679517121,74
KFFJU,zf,HTC,0.41770628368228,0
UXWCP,zf,CTS,0.253532420100508,16
BkTbV,zf,TUW,0.754400302011377,65
IfUdF,mk,CTS,0.066064286967729,22
ZuRoI,zf,HTC,0.248555358111378,64
eRuYh,ac,HTC,0.149132673719546,56
aKTdT,mk,TUW,0.522939159661813,42
NTUkO,em,TUW,0.215132222578912,42
KtCpK,mk,TUW,0.780720588602814,31
PhTYU,ac,TUW,0.145010821256327,74
KFFJU,em,TUW,0.837036946512407,34
UXWCP,em,CTS,0.206566891100341,19
BkTbV,em,TUW,0.280095993552892,39
IfUdF,ac,CTS,0.990503733529767,33
ZuRoI,mk,HTC,0.997970044316997,29
eRuYh,mk,CTS,0.729225385164687,84
aKTdT,em,HTC,0.717650557590679,61
NTUkO,em,HTC,0.969573275268394,13
KtCpK,mk,CTS,0.032551361653727,43
PhTYU,zf,HTC,0.628701135802918,35
KFFJU,em,CTS,0.521077220957271,87
UXWCP,zf,CTS,0.420726024972459,59
BkTbV,ac,HTC,0.336573130284102,44
IfUdF,zf,CTS,0.840292858685262,44
ZuRoI,ac,TUW,0.629246831196586,69
eRuYh,ac,CTS,0.286194932544957,51
aKTdT,mk,HTC,0.341097189529114,44
NTUkO,mk,CTS,0.254331561028082,12
KtCpK,zf,TUW,0.274023122062285,56
PhTYU,em,TUW,0.131081781763269,67
KFFJU,ac,TUW,0.678478446088841,37
UXWCP,zf,TUW,0.410142070159081,90
BkTbV,ac,TUW,0.241936034289805,47
IfUdF,mk,TUW,0.168247809460224,21
ZuRoI,zf,HTC,0.558108664563497,36
eRuYh,ac,TUW,0.570001775330917,76
aKTdT,mk,HTC,0.884391038934623,83
NTUkO,em,TUW,0.847259489446183,36
KtCpK,em,TUW,0.669257498624249,5
PhTYU,ac,HTC,0.748426261212923,66
KFFJU,zf,TUW,0.399317166202077,29
UXWCP,em,TUW,0.300956721056301,36
BkTbV,zf,CTS,0.860836943786834,7
IfUdF,zf,HTC,0.729358958043739,17
ZuRoI,em,HTC,0.870344248286441,37
eRuYh,em,HTC,0.139779333904453,14
aKTdT,zf,CTS,0.594861605915378,15
NTUkO,mk,TUW,0.088691906844018,34
KtCpK,em,HTC,0.782290919111189,21
PhTYU,em,HTC,0.570919798438752,77
KFFJU,em,HTC,0.131030350781058,97
UXWCP,mk,TUW,0.592824249035199,43
BkTbV,ac,TUW,0.798784937274838,0
IfUdF,em,HTC,0.327404105078385,15
ZuRoI,mk,TUW,0.026110375623428,26
eRuYh,zf,HTC,0.94784818453513,59
aKTdT,zf,TUW,0.073313989959701,79
NTUkO,zf,TUW,0.674686366359102,58
KtCpK,ac,TUW,0.940517518806811,91
PhTYU,ac,TUW,0.808791933751532,23
KFFJU,mk,TUW,0.897710893757321,14
UXWCP,zf,CTS,0.701377062602227,1
BkTbV,em,CTS,0.553101803347884,68
IfUdF,zf,CTS,0.564893924677238,82
ZuRoI,ac,TUW,0.069145478464406,53
eRuYh,ac,CTS,0.829608311500442,77
aKTdT,zf,HTC,0.966727121077442,14
NTUkO,em,TUW,0.405247884170615,74
KtCpK,em,CTS,0.313670099918957,45
PhTYU,mk,CTS,0.545229756554209,45
KFFJU,mk,TUW,0.663113905257265,46
UXWCP,ac,CTS,0.458459155927563,41
BkTbV,ac,CTS,0.893480702714315,66
IfUdF,ac,TUW,0.156293675690728,81
ZuRoI,mk,CTS,0.292792402389514,6
eRuYh,zf,HTC,0.41386879239133,37
aKTdT,ac,HTC,0.634298685617267,38
NTUkO,ac,HTC,0.648680901641423,15
KtCpK,zf,TUW,0.42056929412799,46
PhTYU,em,HTC,0.504949602852915,6
KFFJU,ac,HTC,0.675638640122074,69
UXWCP,zf,HTC,0.645598170636662,99
BkTbV,em,CTS,0.502041999993849,30
IfUdF,em,HTC,0.811739174561768,73
ZuRoI,ac,TUW,0.528981734720191,18
eRuYh,em,TUW,0.932191722467671,31
aKTdT,mk,TUW,0.375555269502955,34
NTUkO,mk,HTC,0.057331722222703,97
KtCpK,mk,TUW,0.600872909211575,65
PhTYU,mk,HTC,0.62858055612811,47
KFFJU,mk,TUW,0.505456527793237,91
UXWCP,ac,CTS,0.895199562814062,10
BkTbV,mk,TUW,0.302646268028644,64
IfUdF,zf,CTS,0.856571822191487,0
ZuRoI,ac,TUW,0.95131597545281,55
eRuYh,ac,TUW,0.880973750009166,97
aKTdT,ac,CTS,0.824296043224019,18
NTUkO,zf,CTS,0.384252044121801,24
KtCpK,mk,CTS,0.320248055418449,47
PhTYU,ac,CTS,0.220877338901854,41
KFFJU,em,CTS,0.759855721671407,8
UXWCP,em,TUW,0.491815164060703,57
BkTbV,zf,CTS,0.623778837337623,43
IfUdF,zf,TUW,0.831433983314629,7
ZuRoI,mk,TUW,0.233429896650645,5
eRuYh,em,HTC,0.249123977939692,16
aKTdT,em,HTC,0.952630858468877,43
NTUkO,em,CTS,0.719247540126651,59
KtCpK,mk,HTC,0.728102696442085,77
PhTYU,em,CTS,0.75829191459288,14
KFFJU,ac,CTS,0.243828049292038,89
UXWCP,em,CTS,0.556709087355972,57
BkTbV,ac,HTC,0.84182644378507,43
IfUdF,ac,CTS,0.903426661865782,31
ZuRoI,zf,HTC,0.329609686811734,69
eRuYh,mk,CTS,0.450714046832639,82
aKTdT,em,TUW,0.914967040442471,59
NTUkO,mk,HTC,0.625581719797669,41
KtCpK,mk,CTS,0.211748244157822,50
PhTYU,ac,TUW,0.40772707470207,32
KFFJU,zf,HTC,0.077310493621431,29
UXWCP,zf,TUW,0.9191512356251,70
BkTbV,ac,CTS,0.938566527138887,95
IfUdF,mk,TUW,0.43139207736318,36
ZuRoI,mk,TUW,0.081087326466097,44
eRuYh,mk,HTC,0.339966699702063,44
aKTdT,em,TUW,0.514451944423096,47
NTUkO,ac,TUW,0.393340386818773,33
KtCpK,mk,TUW,0.554236053524065,30
PhTYU,zf,TUW,0.54413022815021,14
KFFJU,mk,CTS,0.581333318693827,85
UXWCP,zf,CTS,0.086742545455784,13
BkTbV,ac,CTS,0.411275849950918,37
IfUdF,mk,CTS,0.22176937349252,86
ZuRoI,em,HTC,0.446257258897176,59
eRuYh,mk,TUW,0.000885879454324,34
aKTdT,mk,HTC,0.048091551761697,40
NTUkO,em,TUW,0.923417666599335,80
KtCpK,mk,CTS,0.997987971372178,57
PhTYU,ac,CTS,0.377209056599219,90
KFFJU,em,HTC,0.946863523887819,63
UXWCP,em,HTC,0.056233156994369,87
BkTbV,em,CTS,0.198291549815564,33
IfUdF,em,HTC,0.848933947074062,36
ZuRoI,em,TUW,0.359900829202077,41
eRuYh,zf,CTS,0.9219540792669,95
aKTdT,ac,HTC,0.176188771714908,30
NTUkO,em,CTS,0.582852027754808,2
KtCpK,mk,TUW,0.103646766131407,80
PhTYU,em,TUW,0.325064215681056,50
KFFJU,mk,CTS,4.40655539603041E-05,20
UXWCP,em,TUW,0.645233306281822,77
BkTbV,em,HTC,0.281711593382991,61
IfUdF,em,HTC,0.303463290569091,82
ZuRoI,zf,HTC,0.797956637794625,45
eRuYh,ac,TUW,0.916989229467543,89
aKTdT,ac,HTC,0.401741380456005,92
NTUkO,zf,TUW,0.939358605198953,21
KtCpK,ac,TUW,0.093774156370916,95
PhTYU,em,TUW,0.849933787263036,53
KFFJU,em,TUW,0.569586803633761,68
UXWCP,em,CTS,0.111602879132552,23
BkTbV,mk,HTC,0.495780764593165,16
IfUdF,zf,CTS,0.077195799928276,96
ZuRoI,ac,TUW,0.851583376133465,15
eRuYh,em,TUW,0.238055523167868,10
aKTdT,em,TUW,0.964658814192912,39
NTUkO,mk,CTS,0.024869855525592,88
KtCpK,ac,CTS,0.568422493761519,69
PhTYU,ac,TUW,0.936871052220944,62
KFFJU,mk,TUW,0.634899316203798,73
UXWCP,zf,HTC,0.486155980644942,88
BkTbV,ac,HTC,0.257723924049521,33
IfUdF,zf,HTC,0.743396140852932,39
ZuRoI,em,CTS,0.32659043905357,95
eRuYh,ac,TUW,0.298255660786756,95
aKTdT,zf,CTS,0.841749931328237,70
NTUkO,ac,TUW,0.547388160748184,10
KtCpK,zf,CTS,0.215628815488812,60
PhTYU,mk,CTS,0.963032565289966,2
KFFJU,em,HTC,0.345734639468125,28
UXWCP,zf,HTC,0.951695234260136,35
BkTbV,mk,HTC,0.562963145473798,96
IfUdF,mk,TUW,0.988964374621328,25
ZuRoI,mk,HTC,0.051038287782673,12
eRuYh,em,HTC,0.630447669462827,74
aKTdT,ac,TUW,0.118585180978489,98
NTUkO,zf,CTS,0.557854763676889,65
KtCpK,mk,HTC,0.730398791250586,61
PhTYU,em,HTC,0.961607995258762,92
KFFJU,zf,HTC,0.324615327590005,22
UXWCP,ac,TUW,0.550760147291254,67
BkTbV,zf,HTC,0.480832174797282,40
IfUdF,em,TUW,0.353828540117781,21
ZuRoI,ac,TUW,0.596385335045908,76
eRuYh,mk,HTC,0.628042408993703,60
aKTdT,zf,HTC,0.79505096989028,94
NTUkO,mk,CTS,0.239003440016883,87
KtCpK,mk,CTS,0.796056390133853,62
PhTYU,zf,TUW,0.577365544945111,72
KFFJU,ac,CTS,0.084554113469604,81
UXWCP,zf,CTS,0.088376254565042,92
BkTbV,mk,CTS,0.321029472824913,28
IfUdF,mk,HTC,0.597394288957819,5
ZuRoI,ac,TUW,0.24786521549267,56
eRuYh,em,HTC,0.010614173674771,47
aKTdT,em,HTC,0.388410109404939,7
NTUkO,ac,TUW,0.025328757273413,10
KtCpK,zf,TUW,0.793643117180936,76
PhTYU,ac,HTC,0.185026369467393,16
KFFJU,ac,HTC,0.635379246033768,29
UXWCP,zf,HTC,0.067314743101427,54
BkTbV,ac,CTS,0.980454972993202,90
IfUdF,ac,TUW,0.805524169129417,66
ZuRoI,mk,CTS,0.290696279459617,80
eRuYh,em,HTC,0.727694199206627,57
aKTdT,zf,CTS,0.478688312326765,52
NTUkO,zf,CTS,0.34064827825288,75
KtCpK,zf,CTS,0.123663870208468,71
PhTYU,mk,CTS,0.192877311312562,96
KFFJU,em,HTC,0.939464194449239,2
UXWCP,mk,TUW,0.742960335345921,12
BkTbV,zf,TUW,0.698421353426719,73
IfUdF,zf,CTS,0.530171161882434,97
ZuRoI,ac,TUW,0.394122387177851,34
eRuYh,em,TUW,0.727537674835406,25
aKTdT,em,CTS,0.145274436078599,88
NTUkO,zf,HTC,0.169620429566647,31
KtCpK,mk,CTS,0.050922530309798,65
PhTYU,zf,TUW,0.548492477081086,96
KFFJU,zf,HTC,0.989107826870807,84
UXWCP,zf,TUW,0.681627025558885,75
BkTbV,ac,CTS,0.55061409248491,6
IfUdF,em,TUW,0.248045141855636,84
ZuRoI,ac,TUW,0.116052464773366,29
eRuYh,em,HTC,0.828190408445482,62
aKTdT,mk,CTS,0.097493476999059,45
NTUkO,ac,TUW,0.870700762619816,27
KtCpK,ac,TUW,0.897750298339642,71
PhTYU,mk,CTS,0.35167435213015,37
KFFJU,mk,HTC,0.326576717956494,46
UXWCP,mk,CTS,0.867626623116959,81
BkTbV,zf,CTS,0.288998319137957,48
IfUdF,zf,CTS,0.142717647247673,6
ZuRoI,ac,CTS,0.303544958573401,29
eRuYh,zf,CTS,0.846834950598281,50
aKTdT,zf,HTC,0.488237740786486,35
NTUkO,zf,HTC,0.750240179760497,61
KtCpK,em,CTS,0.457919707401172,24
PhTYU,zf,TUW,0.657158028478489,9
KFFJU,zf,TUW,0.25124155307761,23
UXWCP,mk,HTC,0.457449457251335,20
BkTbV,em,TUW,0.819380635068621,71
IfUdF,mk,TUW,0.540646665488674,76
ZuRoI,ac,CTS,0.37621526215169,9
eRuYh,em,TUW,0.767547133265205,79
aKTdT,zf,TUW,0.514139698210847,32
NTUkO,mk,HTC,0.033517078601411,40
KtCpK,zf,HTC,0.488084935174269,51
PhTYU,mk,CTS,0.179288336485136,47
KFFJU,ac,CTS,0.29850839876381,52
UXWCP,ac,CTS,0.984328979623807,72
BkTbV,mk,HTC,0.390170576084239,55
IfUdF,ac,TUW,0.746499277677135,83
ZuRoI,ac,CTS,0.741514588664423,44
eRuYh,zf,TUW,0.152965097888169,63
aKTdT,em,TUW,0.366741352942328,44
NTUkO,em,TUW,0.912683702515466,75
KtCpK,em,CTS,0.695793802952982,0
PhTYU,zf,HTC,0.588825428084928,16
KFFJU,zf,TUW,0.443696564694423,49
UXWCP,zf,TUW,0.755355662327072,90
BkTbV,zf,TUW,0.108298019063753,30
IfUdF,em,HTC,0.887293096961473,20
ZuRoI,ac,HTC,0.986684560651475,90
eRuYh,ac,TUW,0.955771706662341,88
aKTdT,em,TUW,0.654700009760507,66
NTUkO,mk,TUW,0.306593101860908,28
KtCpK,mk,HTC,0.237952735422981,8
PhTYU,em,TUW,0.177367528663161,0
KFFJU,ac,TUW,0.897069288949111,69
UXWCP,ac,HTC,0.519755556664143,21
BkTbV,zf,TUW,0.946121133128742,11
IfUdF,mk,TUW,0.430078549344124,75
ZuRoI,mk,TUW,0.559318189467492,49
eRuYh,ac,HTC,0.726201222341384,72
aKTdT,em,CTS,0.414246521777356,22
NTUkO,em,CTS,0.706841142489051,31
KtCpK,mk,HTC,0.975171020350718,92
PhTYU,zf,CTS,0.628220651299766,22
KFFJU,mk,CTS,0.016090501140998,46
UXWCP,ac,HTC,0.634376110083795,97
BkTbV,ac,TUW,0.562866225348572,89
IfUdF,zf,HTC,0.199303647135904,44
ZuRoI,mk,TUW,0.817935233951597,14
eRuYh,ac,TUW,0.55658894919858,75
aKTdT,zf,CTS,0.432104767076008,13
NTUkO,mk,CTS,0.665501105934468,28
KtCpK,ac,HTC,0.962697857361187,82
PhTYU,em,TUW,0.967310045957232,57
KFFJU,ac,TUW,0.755474149641632,22
UXWCP,zf,HTC,0.763477706044056,64
BkTbV,zf,HTC,0.617105657370647,85
IfUdF,mk,CTS,0.842622572198244,84
ZuRoI,em,TUW,0.179302977720144,68
eRuYh,mk,TUW,0.940452178387678,59
aKTdT,zf,HTC,0.347741415496677,87
NTUkO,zf,CTS,0.310983832783276,2
KtCpK,em,HTC,0.372783770028313,74
PhTYU,mk,CTS,0.394880730115361,99
KFFJU,em,CTS,0.194642062282765,33
UXWCP,ac,HTC,0.171130479310877,21
BkTbV,mk,TUW,0.857022843647854,75
IfUdF,zf,HTC,0.489390253479932,52
ZuRoI,ac,HTC,0.497070622513315,76
eRuYh,ac,HTC,0.863423689153427,30
aKTdT,mk,CTS,0.5660387446458,65
NTUkO,zf,TUW,0.534973468761583,36
KtCpK,ac,TUW,0.613608168303187,64
PhTYU,mk,HTC,0.218376039407412,25
KFFJU,em,HTC,0.675688691578332,29
UXWCP,ac,HTC,0.319032537191164,42
BkTbV,ac,HTC,0.789868192751393,82
IfUdF,ac,TUW,0.912060995587074,99
ZuRoI,ac,HTC,0.073634812088949,31
eRuYh,mk,TUW,0.693766990774524,80
aKTdT,ac,CTS,0.602984618515431,37
NTUkO,zf,HTC,0.036319591362918,11
KtCpK,zf,HTC,0.801627638169506,5
PhTYU,mk,CTS,0.024949350584744,99
KFFJU,em,CTS,0.027970176268302,62
UXWCP,em,CTS,0.689916424395337,51
BkTbV,zf,HTC,0.6952395376336,94
IfUdF,em,CTS,0.639598359965576,33
ZuRoI,em,HTC,0.418883286149082,72
eRuYh,zf,HTC,0.013287792253056,23
aKTdT,zf,HTC,0.631600177600484,43
NTUkO,zf,CTS,0.298303511287748,89
KtCpK,zf,CTS,0.345430448679107,58
PhTYU,zf,HTC,0.36614243575465,54
KFFJU,ac,HTC,0.654867211619738,41
UXWCP,mk,CTS,0.968532276414485,55
BkTbV,zf,CTS,0.705868030560723,65
IfUdF,zf,TUW,0.143930329018067,29
ZuRoI,ac,CTS,0.321761094409477,92
eRuYh,zf,CTS,0.005643051285622,66
aKTdT,em,HTC,0.583694365091623,45
NTUkO,ac,TUW,0.451625728001752,17
KtCpK,zf,CTS,0.87718808714075,55
PhTYU,mk,HTC,0.363750848186709,27
KFFJU,em,CTS,0.536682024868823,86
UXWCP,em,CTS,0.350205378616319,21
BkTbV,ac,CTS,0.546652790363921,7
IfUdF,zf,TUW,0.673434884114722,59
ZuRoI,zf,HTC,0.630355538946963,16
eRuYh,ac,HTC,0.081282156883262,88
aKTdT,ac,TUW,0.143788667178624,29
NTUkO,ac,HTC,0.24082020264631,66
KtCpK,mk,CTS,0.58672746255063,81
PhTYU,mk,TUW,0.992192914052905,25
KFFJU,zf,CTS,0.715422410684427,10
UXWCP,ac,HTC,0.641263153203134,41
BkTbV,mk,CTS,0.665417877500132,75
IfUdF,mk,CTS,0.346616291822447,25
ZuRoI,mk,TUW,0.695359117085805,33
eRuYh,ac,TUW,0.805447974622154,86
aKTdT,ac,CTS,0.268719688388199,0
NTUkO,ac,CTS,0.879569570200034,68
KtCpK,zf,CTS,0.668197535928071,22
PhTYU,ac,TUW,0.467839145680137,33
KFFJU,ac,CTS,0.651480173572105,45
UXWCP,ac,TUW,0.575351695033117,32
BkTbV,ac,TUW,0.685624396641475,92
IfUdF,zf,HTC,0.161818686156336,26
ZuRoI,mk,CTS,0.547121029130526,60
eRuYh,zf,HTC,0.606667478028263,17
aKTdT,ac,CTS,0.412691252992296,88
NTUkO,zf,TUW,0.540347544700669,35
KtCpK,ac,CTS,0.986236518103119,92
PhTYU,zf,CTS,0.662689656944235,10
KFFJU,zf,HTC,0.287157080313411,64
UXWCP,zf,CTS,0.159261826178478,40
BkTbV,zf,HTC,0.662399011850784,78
IfUdF,em,CTS,0.738663419466485,87
ZuRoI,mk,HTC,0.331675794621344,51
eRuYh,zf,TUW,0.001331113658062,96
aKTdT,ac,HTC,0.396539456995123,43
NTUkO,mk,HTC,0.959695133108861,28
KtCpK,em,HTC,0.04926677037089,32
PhTYU,mk,CTS,0.395275052158954,99
KFFJU,em,TUW,0.132414878822369,30
UXWCP,zf,HTC,0.535033879183415,68
BkTbV,em,CTS,0.123573110224451,70
IfUdF,mk,CTS,0.928400767896457,61
ZuRoI,ac,CTS,0.906464515489867,1
eRuYh,ac,TUW,0.286453029109078,73
aKTdT,em,CTS,0.138401943203668,34
NTUkO,zf,CTS,0.614284384834764,30
KtCpK,mk,HTC,0.729855058750801,57
PhTYU,ac,TUW,0.094043703038553,57
KFFJU,em,TUW,0.948825765767663,47
UXWCP,ac,CTS,0.809964419478026,49
BkTbV,ac,TUW,0.143044060291044,6
IfUdF,zf,HTC,0.334581866868688,79
ZuRoI,em,TUW,0.246998244152289,5
eRuYh,mk,HTC,0.654733144080928,43
aKTdT,mk,CTS,0.051806543654594,87
NTUkO,ac,TUW,0.62520668022004,49
KtCpK,ac,CTS,0.38713532074321,16
PhTYU,zf,TUW,0.265326373761147,74
KFFJU,ac,CTS,0.401551034813463,19
UXWCP,ac,TUW,0.249909472960093,55
BkTbV,mk,HTC,0.697159538887362,36
IfUdF,ac,TUW,0.908517461231531,32
ZuRoI,em,HTC,0.697628976938275,93
eRuYh,mk,HTC,0.771014801821547,39
aKTdT,mk,TUW,0.483143067137278,94
NTUkO,em,CTS,0.038474745154862,35
KtCpK,ac,TUW,0.876620147879494,39
PhTYU,zf,TUW,0.043102936635129,88
KFFJU,em,TUW,0.211296394613238,22
UXWCP,zf,HTC,0.312346139713216,6
BkTbV,ac,TUW,0.634379206181662,37
IfUdF,ac,CTS,0.580013816952984,75
ZuRoI,ac,CTS,0.353575067851456,52
eRuYh,ac,CTS,0.087882006646401,53
aKTdT,zf,CTS,0.370451666764285,54
NTUkO,mk,CTS,0.897249421785408,50
KtCpK,mk,TUW,0.917421008563523,10
PhTYU,ac,CTS,0.064783015054997,91
KFFJU,mk,TUW,0.286758484420411,37
UXWCP,em,TUW,0.336631663691737,29
BkTbV,em,HTC,0.871682595324613,64
IfUdF,ac,HTC,0.841524767102598,50
ZuRoI,em,TUW,0.017535381409177,2
eRuYh,zf,HTC,0.290596893518468,71
aKTdT,ac,CTS,0.812256434899068,88
NTUkO,ac,TUW,0.274000217227652,0
KtCpK,mk,TUW,0.6695628568883,72
PhTYU,zf,TUW,0.917254847473898,90
KFFJU,zf,HTC,0.436033272696551,75
UXWCP,ac,CTS,0.983262963512479,57
BkTbV,zf,CTS,0.02448247991645,99
IfUdF,mk,CTS,0.285169304527964,61
ZuRoI,ac,TUW,0.988208183174717,3
eRuYh,mk,CTS,0.994402875981479,47
aKTdT,zf,HTC,0.830186224481381,75
NTUkO,mk,HTC,0.323879440159064,62
KtCpK,em,CTS,0.028179796161585,89
PhTYU,mk,CTS,0.408159674748012,26
KFFJU,ac,CTS,0.490215816952872,31
UXWCP,zf,TUW,0.210320860458732,59
BkTbV,ac,CTS,0.939993994562503,0
IfUdF,ac,TUW,0.759267623745889,44
ZuRoI,mk,TUW,0.794644248097463,18
eRuYh,em,CTS,0.404846805452559,24
aKTdT,mk,CTS,0.166866430938984,7
NTUkO,em,TUW,0.228679643417119,43
KtCpK,em,TUW,0.067489269313864,55
PhTYU,ac,HTC,0.347868096861956,28
KFFJU,zf,TUW,0.993441052385765,33
UXWCP,zf,CTS,0.666605717765129,99
